deck_id,deck_name,card_id,card_name,count
D024,Ceruledge ex [charc],1181,Billy & O'Nare,4
D024,Ceruledge ex [charc],1182,Boss’s Orders,2
D024,Ceruledge ex [charc],1184,Lana’s Aid,2
D024,Ceruledge ex [charc],1213,Judge,4
D024,Ceruledge ex [charc],1224,Cheren,4
D025,Teal Mask Ogerpon + Meganium,1,Basic {G} Energy,8
D025,Teal Mask Ogerpon + Meganium,95,Teal Mask Ogerpon,1
D025,Teal Mask Ogerpon + Meganium,96,Teal Mask Ogerpon ex,3
D025,Teal Mask Ogerpon + Meganium,710,Meganium,2
D025,Teal Mask Ogerpon + Meganium,922,Sprigatito,2
D025,Teal Mask Ogerpon + Meganium,1079,Rare Candy,4
D025,Teal Mask Ogerpon + Meganium,1086,Buddy-Buddy Poffin,4
D025,Teal Mask Ogerpon + Meganium,1088,Prime Catcher,1
D025,Teal Mask Ogerpon + Meganium,1097,Night Stretcher,3
D025,Teal Mask Ogerpon + Meganium,1102,Dusk Ball,4
D025,Teal Mask Ogerpon + Meganium,1121,Ultra Ball,4
D025,Teal Mask Ogerpon + Meganium,1122,Pokégear 3.0,4
D025,Teal Mask Ogerpon + Meganium,1123,Switch,2
D025,Teal Mask Ogerpon + Meganium,1181,Billy & O'Nare,4
D025,Teal Mask Ogerpon + Meganium,1182,Boss’s Orders,2
D025,Teal Mask Ogerpon + Meganium,1213,Judge,4
D025,Teal Mask Ogerpon + Meganium,1224,Cheren,4
D025,Teal Mask Ogerpon + Meganium,1225,Hilda,2
D025,Teal Mask Ogerpon + Meganium,1261,Forest of Vitality,2
D026,Teal Mask Ogerpon + Meganium [MegaMega],1,Basic {G} Energy,8
D026,Teal Mask Ogerpon + Meganium [MegaMega],95,Teal Mask Ogerpon,1
D026,Teal Mask Ogerpon + Meganium [MegaMega],96,Teal Mask Ogerpon ex,3
D026,Teal Mask Ogerpon + Meganium [MegaMega],710,Meganium,1
D026,Teal Mask Ogerpon + Meganium [MegaMega],919,Mega Meganium ex,1
D026,Teal Mask Ogerpon + Meganium [MegaMega],922,Sprigatito,2
D026,Teal Mask Ogerpon + Meganium [MegaMega],1079,Rare Candy,4
D026,Teal Mask Ogerpon + Meganium [MegaMega],1086,Buddy-Buddy Poffin,4
D026,Teal Mask Ogerpon + Meganium [MegaMega],1088,Prime Catcher,1
D026,Teal Mask Ogerpon + Meganium [MegaMega],1097,Night Stretcher,3
D026,Teal Mask Ogerpon + Meganium [MegaMega],1102,Dusk Ball,4
D026,Teal Mask Ogerpon + Meganium [MegaMega],1121,Ultra Ball,4
D026,Teal Mask Ogerpon + Meganium [MegaMega],1122,Pokégear 3.0,4
D026,Teal Mask Ogerpon + Meganium [MegaMega],1123,Switch,2
D026,Teal Mask Ogerpon + Meganium [MegaMega],1181,Billy & O'Nare,4
D026,Teal Mask Ogerpon + Meganium [MegaMega],1182,Boss’s Orders,2
D026,Teal Mask Ogerpon + Meganium [MegaMega],1213,Judge,4
D026,Teal Mask Ogerpon + Meganium [MegaMega],1224,Cheren,4
D026,Teal Mask Ogerpon + Meganium [MegaMega],1225,Hilda,2
D026,Teal Mask Ogerpon + Meganium [MegaMega],1261,Forest of Vitality,2
D027,Teal Mask Ogerpon + Meganium [Wellspring],1,Basic {G} Energy,8
D027,Teal Mask Ogerpon + Meganium [Wellspring],95,Teal Mask Ogerpon,1
D027,Teal Mask Ogerpon + Meganium [Wellspring],96,Teal Mask Ogerpon ex,3
D027,Teal Mask Ogerpon + Meganium [Wellspring],108,Wellspring Mask Ogerpon ex,1
D027,Teal Mask Ogerpon + Meganium [Wellspring],710,Meganium,2
D027,Teal Mask Ogerpon + Meganium [Wellspring],922,Sprigatito,2
D027,Teal Mask Ogerpon + Meganium [Wellspring],1079,Rare Candy,4
D027,Teal Mask Ogerpon + Meganium [Wellspring],1086,Buddy-Buddy Poffin,4
D027,Teal Mask Ogerpon + Meganium [Wellspring],1088,Prime Catcher,1
D027,Teal Mask Ogerpon + Meganium [Wellspring],1097,Night Stretcher,2
D027,Teal Mask Ogerpon + Meganium [Wellspring],1102,Dusk Ball,4
D027,Teal Mask Ogerpon + Meganium [Wellspring],1121,Ultra Ball,4
D027,Teal Mask Ogerpon + Meganium [Wellspring],1122,Pokégear 3.0,4
D027,Teal Mask Ogerpon + Meganium [Wellspring],1123,Switch,2
D027,Teal Mask Ogerpon + Meganium [Wellspring],1181,Billy & O'Nare,4
D027,Teal Mask Ogerpon + Meganium [Wellspring],1182,Boss’s Orders,2
D027,Teal Mask Ogerpon + Meganium [Wellspring],1213,Judge,4
D027,Teal Mask Ogerpon + Meganium [Wellspring],1224,Cheren,4
D027,Teal Mask Ogerpon + Meganium [Wellspring],1225,Hilda,2
D027,Teal Mask Ogerpon + Meganium [Wellspring],1261,Forest of Vitality,2
D028,Teal Mask Ogerpon + Meganium [lean],1,Basic {G} Energy,8
D028,Teal Mask Ogerpon + Meganium [lean],95,Teal Mask Ogerpon,1
D028,Teal Mask Ogerpon + Meganium [lean],96,Teal Mask Ogerpon ex,3
D028,Teal Mask Ogerpon + Meganium [lean],710,Meganium,2
D028,Teal Mask Ogerpon + Meganium [lean],922,Sprigatito,2
D028,Teal Mask Ogerpon + Meganium [lean],1079,Rare Candy,4
D028,Teal Mask Ogerpon + Meganium [lean],1086,Buddy-Buddy Poffin,4
D028,Teal Mask Ogerpon + Meganium [lean],1088,Prime Catcher,1
D028,Teal Mask Ogerpon + Meganium [lean],1097,Night Stretcher,3
D028,Teal Mask Ogerpon + Meganium [lean],1102,Dusk Ball,4
D028,Teal Mask Ogerpon + Meganium [lean],1121,Ultra Ball,4
D028,Teal Mask Ogerpon + Meganium [lean],1122,Pokégear 3.0,4
D028,Teal Mask Ogerpon + Meganium [lean],1123,Switch,2
D028,Teal Mask Ogerpon + Meganium [lean],1181,Billy & O'Nare,4
D028,Teal Mask Ogerpon + Meganium [lean],1182,Boss’s Orders,2
D028,Teal Mask Ogerpon + Meganium [lean],1213,Judge,4
D028,Teal Mask Ogerpon + Meganium [lean],1224,Cheren,4
D028,Teal Mask Ogerpon + Meganium [lean],1225,Hilda,2
D028,Teal Mask Ogerpon + Meganium [lean],1261,Forest of Vitality,2
D029,Hydrapple ex,1,Basic {G} Energy,8
D029,Hydrapple ex,150,Hydrapple ex,3
D029,Hydrapple ex,346,Applin,3
D029,Hydrapple ex,347,Dipplin,1
D029,Hydrapple ex,710,Meganium,1
D029,Hydrapple ex,922,Sprigatito,2
D029,Hydrapple ex,1079,Rare Candy,4
D029,Hydrapple ex,1086,Buddy-Buddy Poffin,4
D029,Hydrapple ex,1088,Prime Catcher,1
D029,Hydrapple ex,1097,Night Stretcher,2
D029,Hydrapple ex,1102,Dusk Ball,3
D029,Hydrapple ex,1121,Ultra Ball,4
D029,Hydrapple ex,1122,Pokégear 3.0,4
D029,Hydrapple ex,1123,Switch,2
D029,Hydrapple ex,1181,Billy & O'Nare,4
D029,Hydrapple ex,1182,Boss’s Orders,2
D029,Hydrapple ex,1213,Judge,4
D029,Hydrapple ex,1224,Cheren,4
D029,Hydrapple ex,1225,Hilda,2
D029,Hydrapple ex,1261,Forest of Vitality,2
D030,Hydrapple ex [Dipplin2],1,Basic {G} Energy,8
D030,Hydrapple ex [Dipplin2],150,Hydrapple ex,3
D030,Hydrapple ex [Dipplin2],346,Applin,3
D030,Hydrapple ex [Dipplin2],347,Dipplin,2
D030,Hydrapple ex [Dipplin2],710,Meganium,1
D030,Hydrapple ex [Dipplin2],922,Sprigatito,2
D030,Hydrapple ex [Dipplin2],1079,Rare Candy,4
D030,Hydrapple ex [Dipplin2],1086,Buddy-Buddy Poffin,4
D030,Hydrapple ex [Dipplin2],1088,Prime Catcher,1
D030,Hydrapple ex [Dipplin2],1097,Night Stretcher,2
D030,Hydrapple ex [Dipplin2],1102,Dusk Ball,2
D030,Hydrapple ex [Dipplin2],1121,Ultra Ball,4
D030,Hydrapple ex [Dipplin2],1122,Pokégear 3.0,4
D030,Hydrapple ex [Dipplin2],1123,Switch,2
D030,Hydrapple ex [Dipplin2],1181,Billy & O'Nare,4
D030,Hydrapple ex [Dipplin2],1182,Boss’s Orders,2
D030,Hydrapple ex [Dipplin2],1213,Judge,4
D030,Hydrapple ex [Dipplin2],1224,Cheren,4
D030,Hydrapple ex [Dipplin2],1225,Hilda,2
D030,Hydrapple ex [Dipplin2],1261,Forest of Vitality,2
D031,Hydrapple ex [lean],1,Basic {G} Energy,8
D031,Hydrapple ex [lean],150,Hydrapple ex,3
D031,Hydrapple ex [lean],346,Applin,3
D031,Hydrapple ex [lean],347,Dipplin,1
D031,Hydrapple ex [lean],710,Meganium,1
D031,Hydrapple ex [lean],922,Sprigatito,2
D031,Hydrapple ex [lean],1079,Rare Candy,4
D031,Hydrapple ex [lean],1086,Buddy-Buddy Poffin,4
D031,Hydrapple ex [lean],1088,Prime Catcher,1
D031,Hydrapple ex [lean],1097,Night Stretcher,2
D031,Hydrapple ex [lean],1102,Dusk Ball,3
D031,Hydrapple ex [lean],1121,Ultra Ball,4
D031,Hydrapple ex [lean],1122,Pokégear 3.0,4
D031,Hydrapple ex [lean],1123,Switch,2
D031,Hydrapple ex [lean],1181,Billy & O'Nare,4
D031,Hydrapple ex [lean],1182,Boss’s Orders,2
D031,Hydrapple ex [lean],1213,Judge,4
D031,Hydrapple ex [lean],1224,Cheren,4
D031,Hydrapple ex [lean],1225,Hilda,2
D031,Hydrapple ex [lean],1261,Forest of Vitality,2
D032,Hydrapple ex [candy4],1,Basic {G} Energy,8
D032,Hydrapple ex [candy4],150,Hydrapple ex,3
D032,Hydrapple ex [candy4],346,Applin,3
D032,Hydrapple ex [candy4],347,Dipplin,1
D032,Hydrapple ex [candy4],710,Meganium,1
D032,Hydrapple ex [candy4],922,Sprigatito,2
D032,Hydrapple ex [candy4],1079,Rare Candy,4
D032,Hydrapple ex [candy4],1086,Buddy-Buddy Poffin,4
D032,Hydrapple ex [candy4],1088,Prime Catcher,1
D032,Hydrapple ex [candy4],1097,Night Stretcher,2
D032,Hydrapple ex [candy4],1102,Dusk Ball,3
D032,Hydrapple ex [candy4],1121,Ultra Ball,4
D032,Hydrapple ex [candy4],1122,Pokégear 3.0,4
D032,Hydrapple ex [candy4],1123,Switch,2
D032,Hydrapple ex [candy4],1181,Billy & O'Nare,4
D032,Hydrapple ex [candy4],1182,Boss’s Orders,2
D032,Hydrapple ex [candy4],1213,Judge,4
D032,Hydrapple ex [candy4],1224,Cheren,4
D032,Hydrapple ex [candy4],1225,Hilda,2
D032,Hydrapple ex [candy4],1261,Forest of Vitality,2
D033,N's Zoroark ex,4,Basic {L} Energy,3
D033,N's Zoroark ex,7,Basic {D} Energy,5
D033,N's Zoroark ex,291,N’s Purrloin,3
D033,N's Zoroark ex,293,N’s Zoroark ex,3
D033,N's Zoroark ex,906,N's Zekrom,2
D033,N's Zoroark ex,1086,Buddy-Buddy Poffin,4
D033,N's Zoroark ex,1088,Prime Catcher,1
D033,N's Zoroark ex,1097,Night Stretcher,4
D033,N's Zoroark ex,1102,Dusk Ball,4
D033,N's Zoroark ex,1121,Ultra Ball,4
D033,N's Zoroark ex,1122,Pokégear 3.0,4
D033,N's Zoroark ex,1123,Switch,2
D033,N's Zoroark ex,1156,Lucky Helmet,2
D033,N's Zoroark ex,1174,Air Balloon,1
D033,N's Zoroark ex,1181,Billy & O'Nare,4
D033,N's Zoroark ex,1182,Boss’s Orders,2
D033,N's Zoroark ex,1184,Lana’s Aid,2
D033,N's Zoroark ex,1213,Judge,4
D033,N's Zoroark ex,1224,Cheren,4
D033,N's Zoroark ex,1253,N’s Castle,2
D034,N's Zoroark ex [Zekrom2],4,Basic {L} Energy,3
D034,N's Zoroark ex [Zekrom2],7,Basic {D} Energy,5
D034,N's Zoroark ex [Zekrom2],291,N’s Purrloin,3
D034,N's Zoroark ex [Zekrom2],293,N’s Zoroark ex,3
D034,N's Zoroark ex [Zekrom2],906,N's Zekrom,3
D034,N's Zoroark ex [Zekrom2],1086,Buddy-Buddy Poffin,4
D034,N's Zoroark ex [Zekrom2],1088,Prime Catcher,1
D034,N's Zoroark ex [Zekrom2],1097,Night Stretcher,4
D034,N's Zoroark ex [Zekrom2],1102,Dusk Ball,4
D034,N's Zoroark ex [Zekrom2],1121,Ultra Ball,4
D034,N's Zoroark ex [Zekrom2],1122,Pokégear 3.0,4
D034,N's Zoroark ex [Zekrom2],1123,Switch,2
D034,N's Zoroark ex [Zekrom2],1156,Lucky Helmet,2
D034,N's Zoroark ex [Zekrom2],1181,Billy & O'Nare,4
D034,N's Zoroark ex [Zekrom2],1182,Boss’s Orders,2
D034,N's Zoroark ex [Zekrom2],1184,Lana’s Aid,2
D034,N's Zoroark ex [Zekrom2],1213,Judge,4
D034,N's Zoroark ex [Zekrom2],1224,Cheren,4
D034,N's Zoroark ex [Zekrom2],1253,N’s Castle,2
D035,N's Zoroark ex [castle],4,Basic {L} Energy,3
D035,N's Zoroark ex [castle],7,Basic {D} Energy,5
D035,N's Zoroark ex [castle],291,N’s Purrloin,3
D035,N's Zoroark ex [castle],293,N’s Zoroark ex,3
D035,N's Zoroark ex [castle],906,N's Zekrom,2
D035,N's Zoroark ex [castle],1086,Buddy-Buddy Poffin,4
D035,N's Zoroark ex [castle],1088,Prime Catcher,1
D035,N's Zoroark ex [castle],1097,Night Stretcher,4
D035,N's Zoroark ex [castle],1102,Dusk Ball,4
D035,N's Zoroark ex [castle],1121,Ultra Ball,4
D035,N's Zoroark ex [castle],1122,Pokégear 3.0,4
D035,N's Zoroark ex [castle],1123,Switch,2
D035,N's Zoroark ex [castle],1156,Lucky Helmet,2
D035,N's Zoroark ex [castle],1181,Billy & O'Nare,4
D035,N's Zoroark ex [castle],1182,Boss’s Orders,2
D035,N's Zoroark ex [castle],1184,Lana’s Aid,2
D035,N's Zoroark ex [castle],1213,Judge,4
D035,N's Zoroark ex [castle],1224,Cheren,4
D035,N's Zoroark ex [castle],1253,N’s Castle,3
D036,N's Zoroark ex [lean],4,Basic {L} Energy,3
D036,N's Zoroark ex [lean],7,Basic {D} Energy,5
D036,N's Zoroark ex [lean],291,N’s Purrloin,3
D036,N's Zoroark ex [lean],293,N’s Zoroark ex,3
D036,N's Zoroark ex [lean],906,N's Zekrom,2
D036,N's Zoroark ex [lean],1086,Buddy-Buddy Poffin,4
D036,N's Zoroark ex [lean],1088,Prime Catcher,1
D036,N's Zoroark ex [lean],1097,Night Stretcher,4
D036,N's Zoroark ex [lean],1102,Dusk Ball,4
D036,N's Zoroark ex [lean],1121,Ultra Ball,4
D036,N's Zoroark ex [lean],1122,Pokégear 3.0,4
D036,N's Zoroark ex [lean],1123,Switch,2
D036,N's Zoroark ex [lean],1156,Lucky Helmet,2
D036,N's Zoroark ex [lean],1174,Air Balloon,1
D036,N's Zoroark ex [lean],1181,Billy & O'Nare,4
D036,N's Zoroark ex [lean],1182,Boss’s Orders,2
D036,N's Zoroark ex [lean],1184,Lana’s Aid,2
D036,N's Zoroark ex [lean],1213,Judge,4
D036,N's Zoroark ex [lean],1224,Cheren,4
D036,N's Zoroark ex [lean],1253,N’s Castle,2
D037,Iono's Bellibolt ex,4,Basic {L} Energy,10
D037,Iono's Bellibolt ex,269,Iono’s Bellibolt ex,3
D037,Iono's Bellibolt ex,270,Iono’s Wattrel,2
D037,Iono's Bellibolt ex,271,Iono’s Kilowattrel,2
D037,Iono's Bellibolt ex,1086,Buddy-Buddy Poffin,4
D037,Iono's Bellibolt ex,1088,Prime Catcher,1
D037,Iono's Bellibolt ex,1097,Night Stretcher,4
D037,Iono's Bellibolt ex,1102,Dusk Ball,4
D037,Iono's Bellibolt ex,1121,Ultra Ball,4
D037,Iono's Bellibolt ex,1122,Pokégear 3.0,4
D037,Iono's Bellibolt ex,1123,Switch,2
D037,Iono's Bellibolt ex,1156,Lucky Helmet,2
D037,Iono's Bellibolt ex,1174,Air Balloon,2
D037,Iono's Bellibolt ex,1181,Billy & O'Nare,4
D037,Iono's Bellibolt ex,1182,Boss’s Orders,2
D037,Iono's Bellibolt ex,1184,Lana’s Aid,2
D037,Iono's Bellibolt ex,1213,Judge,4
D037,Iono's Bellibolt ex,1224,Cheren,4
D038,Iono's Bellibolt ex [wattrel3],4,Basic {L} Energy,10
D038,Iono's Bellibolt ex [wattrel3],269,Iono’s Bellibolt ex,3
D038,Iono's Bellibolt ex [wattrel3],270,Iono’s Wattrel,3
D038,Iono's Bellibolt ex [wattrel3],271,Iono’s Kilowattrel,3
D038,Iono's Bellibolt ex [wattrel3],1086,Buddy-Buddy Poffin,4
D038,Iono's Bellibolt ex [wattrel3],1088,Prime Catcher,1
D038,Iono's Bellibolt ex [wattrel3],1097,Night Stretcher,4
D038,Iono's Bellibolt ex [wattrel3],1102,Dusk Ball,4
D038,Iono's Bellibolt ex [wattrel3],1121,Ultra Ball,4
D038,Iono's Bellibolt ex [wattrel3],1122,Pokégear 3.0,4
D038,Iono's Bellibolt ex [wattrel3],1123,Switch,2
D038,Iono's Bellibolt ex [wattrel3],1156,Lucky Helmet,2
D038,Iono's Bellibolt ex [wattrel3],1181,Billy & O'Nare,4
D038,Iono's Bellibolt ex [wattrel3],1182,Boss’s Orders,2
D038,Iono's Bellibolt ex [wattrel3],1184,Lana’s Aid,2
D038,Iono's Bellibolt ex [wattrel3],1213,Judge,4
D038,Iono's Bellibolt ex [wattrel3],1224,Cheren,4
D039,Iono's Bellibolt ex [draw],4,Basic {L} Energy,10
D039,Iono's Bellibolt ex [draw],269,Iono’s Bellibolt ex,3
D039,Iono's Bellibolt ex [draw],270,Iono’s Wattrel,2
D039,Iono's Bellibolt ex [draw],271,Iono’s Kilowattrel,2
D039,Iono's Bellibolt ex [draw],1086,Buddy-Buddy Poffin,4
D039,Iono's Bellibolt ex [draw],1088,Prime Catcher,1
D039,Iono's Bellibolt ex [draw],1097,Night Stretcher,4
D039,Iono's Bellibolt ex [draw],1102,Dusk Ball,4
D039,Iono's Bellibolt ex [draw],1121,Ultra Ball,4
D039,Iono's Bellibolt ex [draw],1122,Pokégear 3.0,4
D039,Iono's Bellibolt ex [draw],1123,Switch,2
D039,Iono's Bellibolt ex [draw],1156,Lucky Helmet,2
D039,Iono's Bellibolt ex [draw],1174,Air Balloon,2
D039,Iono's Bellibolt ex [draw],1181,Billy & O'Nare,4
D039,Iono's Bellibolt ex [draw],1182,Boss’s Orders,2
D039,Iono's Bellibolt ex [draw],1184,Lana’s Aid,2
D039,Iono's Bellibolt ex [draw],1213,Judge,4
D039,Iono's Bellibolt ex [draw],1224,Cheren,4
D040,Iono's Bellibolt ex [gust],4,Basic {L} Energy,10
D040,Iono's Bellibolt ex [gust],269,Iono’s Bellibolt ex,3
D040,Iono's Bellibolt ex [gust],270,Iono’s Wattrel,2
D040,Iono's Bellibolt ex [gust],271,Iono’s Kilowattrel,2
D040,Iono's Bellibolt ex [gust],1086,Buddy-Buddy Poffin,4
D040,Iono's Bellibolt ex [gust],1088,Prime Catcher,1
D040,Iono's Bellibolt ex [gust],1097,Night Stretcher,4
D040,Iono's Bellibolt ex [gust],1102,Dusk Ball,4
D040,Iono's Bellibolt ex [gust],1121,Ultra Ball,4
D040,Iono's Bellibolt ex [gust],1122,Pokégear 3.0,4
D040,Iono's Bellibolt ex [gust],1123,Switch,2
D040,Iono's Bellibolt ex [gust],1156,Lucky Helmet,2
D040,Iono's Bellibolt ex [gust],1174,Air Balloon,1
D040,Iono's Bellibolt ex [gust],1181,Billy & O'Nare,4
D040,Iono's Bellibolt ex [gust],1182,Boss’s Orders,3
D040,Iono's Bellibolt ex [gust],1184,Lana’s Aid,2
D040,Iono's Bellibolt ex [gust],1213,Judge,4
D040,Iono's Bellibolt ex [gust],1224,Cheren,4
D041,Ethan's Typhlosion,2,Basic {R} Energy,9
D041,Ethan's Typhlosion,65,Dunsparce,3
D041,Ethan's Typhlosion,66,Dudunsparce,3
D041,Ethan's Typhlosion,352,Ethan's Cyndaquil,2
D041,Ethan's Typhlosion,353,Ethan's Quilava,1
D041,Ethan's Typhlosion,354,Ethan's Typhlosion,3
D041,Ethan's Typhlosion,357,Ethan's Ho-Oh ex,1
D041,Ethan's Typhlosion,1086,Buddy-Buddy Poffin,4
D041,Ethan's Typhlosion,1088,Prime Catcher,1
D041,Ethan's Typhlosion,1097,Night Stretcher,4
D041,Ethan's Typhlosion,1102,Dusk Ball,4
D041,Ethan's Typhlosion,1121,Ultra Ball,4
D041,Ethan's Typhlosion,1122,Pokégear 3.0,4
D041,Ethan's Typhlosion,1123,Switch,2
D041,Ethan's Typhlosion,1181,Billy & O'Nare,4
D041,Ethan's Typhlosion,1182,Boss’s Orders,2
D041,Ethan's Typhlosion,1184,Lana’s Aid,1
D041,Ethan's Typhlosion,1213,Judge,4
D041,Ethan's Typhlosion,1224,Cheren,4
D042,Ethan's Typhlosion [HoOh2],2,Basic {R} Energy,9
D042,Ethan's Typhlosion [HoOh2],65,Dunsparce,3
D042,Ethan's Typhlosion [HoOh2],66,Dudunsparce,3
D042,Ethan's Typhlosion [HoOh2],352,Ethan's Cyndaquil,2
D042,Ethan's Typhlosion [HoOh2],353,Ethan's Quilava,1
D042,Ethan's Typhlosion [HoOh2],354,Ethan's Typhlosion,3
D042,Ethan's Typhlosion [HoOh2],357,Ethan's Ho-Oh ex,2
D042,Ethan's Typhlosion [HoOh2],1086,Buddy-Buddy Poffin,4
D042,Ethan's Typhlosion [HoOh2],1088,Prime Catcher,1
D042,Ethan's Typhlosion [HoOh2],1097,Night Stretcher,4
D042,Ethan's Typhlosion [HoOh2],1102,Dusk Ball,4
D042,Ethan's Typhlosion [HoOh2],1121,Ultra Ball,4
D042,Ethan's Typhlosion [HoOh2],1122,Pokégear 3.0,4
D042,Ethan's Typhlosion [HoOh2],1123,Switch,2
D042,Ethan's Typhlosion [HoOh2],1181,Billy & O'Nare,4
D042,Ethan's Typhlosion [HoOh2],1182,Boss’s Orders,2
D042,Ethan's Typhlosion [HoOh2],1213,Judge,4
D042,Ethan's Typhlosion [HoOh2],1224,Cheren,4
D043,Ethan's Typhlosion [lean],2,Basic {R} Energy,9
D043,Ethan's Typhlosion [lean],65,Dunsparce,3
D043,Ethan's Typhlosion [lean],66,Dudunsparce,3
D043,Ethan's Typhlosion [lean],352,Ethan's Cyndaquil,2
D043,Ethan's Typhlosion [lean],353,Ethan's Quilava,1
D043,Ethan's Typhlosion [lean],354,Ethan's Typhlosion,3
D043,Ethan's Typhlosion [lean],357,Ethan's Ho-Oh ex,1
D043,Ethan's Typhlosion [lean],1086,Buddy-Buddy Poffin,4
D043,Ethan's Typhlosion [lean],1088,Prime Catcher,1
D043,Ethan's Typhlosion [lean],1097,Night Stretcher,4
D043,Ethan's Typhlosion [lean],1102,Dusk Ball,4
D043,Ethan's Typhlosion [lean],1121,Ultra Ball,4
D043,Ethan's Typhlosion [lean],1122,Pokégear 3.0,4
D043,Ethan's Typhlosion [lean],1123,Switch,2
D043,Ethan's Typhlosion [lean],1181,Billy & O'Nare,4
D043,Ethan's Typhlosion [lean],1182,Boss’s Orders,2
D043,Ethan's Typhlosion [lean],1184,Lana’s Aid,1
D043,Ethan's Typhlosion [lean],1213,Judge,4
D043,Ethan's Typhlosion [lean],1224,Cheren,4
D044,Ethan's Typhlosion [dunsparce],2,Basic {R} Energy,9
D044,Ethan's Typhlosion [dunsparce],65,Dunsparce,4
D044,Ethan's Typhlosion [dunsparce],66,Dudunsparce,3
D044,Ethan's Typhlosion [dunsparce],352,Ethan's Cyndaquil,2
D044,Ethan's Typhlosion [dunsparce],353,Ethan's Quilava,1
D044,Ethan's Typhlosion [dunsparce],354,Ethan's Typhlosion,3
D044,Ethan's Typhlosion [dunsparce],357,Ethan's Ho-Oh ex,1
D044,Ethan's Typhlosion [dunsparce],1086,Buddy-Buddy Poffin,4
D044,Ethan's Typhlosion [dunsparce],1088,Prime Catcher,1
D044,Ethan's Typhlosion [dunsparce],1097,Night Stretcher,4
D044,Ethan's Typhlosion [dunsparce],1102,Dusk Ball,4
D044,Ethan's Typhlosion [dunsparce],1121,Ultra Ball,4
D044,Ethan's Typhlosion [dunsparce],1122,Pokégear 3.0,4
D044,Ethan's Typhlosion [dunsparce],1123,Switch,2
D044,Ethan's Typhlosion [dunsparce],1181,Billy & O'Nare,4
D044,Ethan's Typhlosion [dunsparce],1182,Boss’s Orders,2
D044,Ethan's Typhlosion [dunsparce],1213,Judge,4
D044,Ethan's Typhlosion [dunsparce],1224,Cheren,4
D045,Mega Gardevoir ex,5,Basic {P} Energy,9
D045,Mega Gardevoir ex,745,Ralts,4
D045,Mega Gardevoir ex,746,Kirlia,2
D045,Mega Gardevoir ex,747,Mega Gardevoir ex,3
D045,Mega Gardevoir ex,1079,Rare Candy,4
D045,Mega Gardevoir ex,1086,Buddy-Buddy Poffin,4
D045,Mega Gardevoir ex,1088,Prime Catcher,1
D045,Mega Gardevoir ex,1097,Night Stretcher,3
D045,Mega Gardevoir ex,1102,Dusk Ball,4
D045,Mega Gardevoir ex,1121,Ultra Ball,4
D045,Mega Gardevoir ex,1122,Pokégear 3.0,4
D045,Mega Gardevoir ex,1123,Switch,2
D045,Mega Gardevoir ex,1181,Billy & O'Nare,4
D045,Mega Gardevoir ex,1182,Boss’s Orders,2
D045,Mega Gardevoir ex,1213,Judge,4
D045,Mega Gardevoir ex,1224,Cheren,4
D045,Mega Gardevoir ex,1225,Hilda,2
D046,Mega Gardevoir ex [kirlia3],5,Basic {P} Energy,9
D046,Mega Gardevoir ex [kirlia3],745,Ralts,4
D046,Mega Gardevoir ex [kirlia3],746,Kirlia,3
D046,Mega Gardevoir ex [kirlia3],747,Mega Gardevoir ex,3
D046,Mega Gardevoir ex [kirlia3],1079,Rare Candy,4
D046,Mega Gardevoir ex [kirlia3],1086,Buddy-Buddy Poffin,4
D046,Mega Gardevoir ex [kirlia3],1088,Prime Catcher,1
D046,Mega Gardevoir ex [kirlia3],1097,Night Stretcher,2
D046,Mega Gardevoir ex [kirlia3],1102,Dusk Ball,4
D046,Mega Gardevoir ex [kirlia3],1121,Ultra Ball,4
D046,Mega Gardevoir ex [kirlia3],1122,Pokégear 3.0,4
D046,Mega Gardevoir ex [kirlia3],1123,Switch,2
D046,Mega Gardevoir ex [kirlia3],1181,Billy & O'Nare,4
D046,Mega Gardevoir ex [kirlia3],1182,Boss’s Orders,2
D046,Mega Gardevoir ex [kirlia3],1213,Judge,4
D046,Mega Gardevoir ex [kirlia3],1224,Cheren,4
D046,Mega Gardevoir ex [kirlia3],1225,Hilda,2
D047,Mega Gardevoir ex [lean],5,Basic {P} Energy,9
D047,Mega Gardevoir ex [lean],745,Ralts,4
D047,Mega Gardevoir ex [lean],746,Kirlia,2
D047,Mega Gardevoir ex [lean],747,Mega Gardevoir ex,3
D047,Mega Gardevoir ex [lean],1079,Rare Candy,4
D047,Mega Gardevoir ex [lean],1086,Buddy-Buddy Poffin,4
D047,Mega Gardevoir ex [lean],1088,Prime Catcher,1
D047,Mega Gardevoir ex [lean],1097,Night Stretcher,3
D047,Mega Gardevoir ex [lean],1102,Dusk Ball,4
D047,Mega Gardevoir ex [lean],1121,Ultra Ball,4
D047,Mega Gardevoir ex [lean],1122,Pokégear 3.0,4
D047,Mega Gardevoir ex [lean],1123,Switch,2
D047,Mega Gardevoir ex [lean],1181,Billy & O'Nare,4
D047,Mega Gardevoir ex [lean],1182,Boss’s Orders,2
D047,Mega Gardevoir ex [lean],1213,Judge,4
D047,Mega Gardevoir ex [lean],1224,Cheren,4
D047,Mega Gardevoir ex [lean],1225,Hilda,2
D048,Mega Gardevoir ex [candy],5,Basic {P} Energy,9
D048,Mega Gardevoir ex [candy],745,Ralts,4
D048,Mega Gardevoir ex [candy],746,Kirlia,2
